Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Temperature,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2019,4,24,16,0,219,387,450,198,537,518,24.8,25.6455,20.089,N/A
2019,4,24,16,30,178,419,388,176,481,417,24.3,21.4022,16.7167,N/A
2019,4,24,17,0,149,408,312,149,408,312,23.8,16.4635,12.7989,N/A
2019,4,24,17,30,105,106,136,116,309,207,23.8,6.7796,5.2287,N/A
2019,4,24,18,0,55,1,55,76,177,109,22.5,2.6217,1.9996,N/A
2019,4,24,18,30,20,2,20,27,49,31,22,0,0,N/A
2019,4,24,19,0,1,1,1,1,1,1,21.5,0,0,N/A
2019,4,24,19,30,0,0,0,0,0,0,21.4,0,0,N/A
2019,4,24,20,0,0,0,0,0,0,0,21.2,0,0,N/A
2019,4,24,20,30,0,0,0,0,0,0,21.2,0,0,N/A
2019,4,24,21,0,0,0,0,0,0,0,21.2,0,0,N/A
2019,4,24,21,30,0,0,0,0,0,0,21.2,0,0,N/A
2019,4,24,22,0,0,0,0,0,0,0,21.2,0,0,N/A
2019,4,24,22,30,0,0,0,0,0,0,21.3,0,0,N/A
2019,4,24,23,0,0,0,0,0,0,0,21.3,0,0,N/A
2019,4,24,23,30,0,0,0,0,0,0,21.4,0,0,N/A
2019,4,25,0,0,0,0,0,0,0,0,21.4,0,0,N/A
2019,4,25,0,30,0,0,0,0,0,0,21.4,0,0,N/A
2019,4,25,1,0,0,0,0,0,0,0,21.5,0,0,N/A
2019,4,25,1,30,0,0,0,0,0,0,21.3,0,0,N/A
2019,4,25,2,0,0,0,0,0,0,0,21.1,0,0,N/A
2019,4,25,2,30,0,0,0,0,0,0,20.5,0,0,N/A
2019,4,25,3,0,0,0,0,0,0,0,20,0,0,N/A
2019,4,25,3,30,0,0,0,0,0,0,19.2,0,0,N/A
2019,4,25,4,0,0,0,0,0,0,0,18.5,0,0,N/A
2019,4,25,4,30,0,0,0,0,0,0,17.7,0,0,N/A
2019,4,25,5,0,0,0,0,0,0,0,16.9,0,0,N/A
2019,4,25,5,30,0,0,0,0,0,0,16.8,0,0,N/A
2019,4,25,6,0,19,133,25,19,133,25,16.6,0,0,N/A
2019,4,25,6,30,45,395,106,45,395,106,17.2,0,0,N/A
2019,4,25,7,0,62,568,211,62,568,211,17.8,10.3397,7.9495,N/A
2019,4,25,7,30,74,676,324,74,676,324,19.1,16.836,13.0638,N/A
2019,4,25,8,0,83,751,438,83,751,438,20.4,23.8843,18.6344,N/A
2019,4,25,8,30,91,803,548,91,803,548,21.7,30.9707,24.2434,N/A
2019,4,25,9,0,96,842,651,96,842,651,23.1,37.7688,29.6275,N/A
2019,4,25,9,30,102,868,743,102,868,743,24,43.9468,34.5225,N/A
2019,4,25,10,0,107,888,824,107,888,824,25,49.4361,38.8721,N/A
2019,4,25,10,30,111,905,893,111,905,893,25.7,54.1342,42.5948,N/A
2019,4,25,11,0,115,916,947,115,916,947,26.4,57.8268,45.5208,N/A
2019,4,25,11,30,114,927,985,114,927,985,26.9,60.4301,47.5836,N/A
2019,4,25,12,0,112,937,1008,112,937,1008,27.4,61.9919,48.8204,N/A
2019,4,25,12,30,112,938,1011,112,938,1011,27.7,62.1959,48.982,N/A
2019,4,25,13,0,112,935,996,112,935,996,28,61.164,48.1642,N/A
2019,4,25,13,30,111,929,965,111,929,965,28.1,59.0241,46.468,N/A
2019,4,25,14,0,109,919,917,109,919,917,28.2,55.7281,43.8558,N/A
2019,4,25,14,30,106,903,852,106,903,852,28.1,51.2956,40.3436,N/A
2019,4,25,15,0,104,880,773,104,880,773,27.9,45.9403,36.1005,N/A
2019,4,25,15,30,100,853,683,100,853,683,27.6,39.8834,31.3015,N/A
2019,4,25,16,0,95,819,584,95,819,584,27.2,33.2979,26.0844,N/A
2019,4,25,16,30,87,772,475,87,772,475,26.5,26.2179,20.4793,N/A
2019,4,25,17,0,78,707,362,78,707,362,25.9,19.1184,14.8643,N/A
2019,4,25,17,30,67,613,248,67,613,248,25.9,12.3754,9.5461,N/A
2019,4,25,18,0,50,473,139,50,473,139,23,6.6267,5.0549,N/A
2019,4,25,18,30,29,245,48,29,245,48,21.9,0,0,N/A
2019,4,25,19,0,2,14,2,2,14,2,20.8,0,0,N/A
2019,4,25,19,30,0,0,0,0,0,0,20.4,0,0,N/A
2019,4,25,20,0,0,0,0,0,0,0,20.1,0,0,N/A
2019,4,25,20,30,0,0,0,0,0,0,19.8,0,0,N/A
2019,4,25,21,0,0,0,0,0,0,0,19.4,0,0,N/A
2019,4,25,21,30,0,0,0,0,0,0,19.2,0,0,N/A
2019,4,25,22,0,0,0,0,0,0,0,18.9,0,0,N/A
2019,4,25,22,30,0,0,0,0,0,0,18.6,0,0,N/A
2019,4,25,23,0,0,0,0,0,0,0,18.3,0,0,N/A
2019,4,25,23,30,0,0,0,0,0,0,18,0,0,N/A
2019,4,26,0,0,0,0,0,0,0,0,17.8,0,0,N/A
2019,4,26,0,30,0,0,0,0,0,0,17.5,0,0,N/A
2019,4,26,1,0,0,0,0,0,0,0,17.2,0,0,N/A
2019,4,26,1,30,0,0,0,0,0,0,16.9,0,0,N/A
2019,4,26,2,0,0,0,0,0,0,0,16.6,0,0,N/A
2019,4,26,2,30,0,0,0,0,0,0,16.3,0,0,N/A
2019,4,26,3,0,0,0,0,0,0,0,16.1,0,0,N/A
2019,4,26,3,30,0,0,0,0,0,0,16,0,0,N/A
2019,4,26,4,0,0,0,0,0,0,0,15.8,0,0,N/A
2019,4,26,4,30,0,0,0,0,0,0,15.7,0,0,N/A
2019,4,26,5,0,0,0,0,0,0,0,15.6,0,0,N/A
2019,4,26,5,30,0,0,0,0,0,0,16.5,0,0,N/A
2019,4,26,6,0,20,149,27,20,149,27,17.4,0,0,N/A
2019,4,26,6,30,46,411,111,46,411,111,18.6,0,0,N/A
2019,4,26,7,0,65,571,217,65,571,217,19.9,10.6517,8.1921,N/A
2019,4,26,7,30,78,676,330,78,676,330,21.5,17.1739,13.3285,N/A
2019,4,26,8,0,89,746,444,89,746,444,23.1,24.2407,18.9148,N/A
2019,4,26,8,30,98,796,553,98,796,553,24.3,31.2795,24.4869,N/A
2019,4,26,9,0,104,835,656,104,835,656,25.6,38.0826,29.8751,N/A
2019,4,26,9,30,110,864,750,110,864,750,26.4,44.3828,34.8661,N/A
2019,4,26,10,0,116,884,831,116,884,831,27.1,49.8766,39.2196,N/A
2019,4,26,10,30,120,898,898,120,898,898,27.7,54.4552,42.8483,N/A
2019,4,26,11,0,123,909,951,123,909,951,28.2,58.0876,45.7269,N/A
2019,4,26,11,30,125,918,989,125,918,989,28.6,60.6916,47.7903,N/A
2019,4,26,12,0,125,923,1009,125,923,1009,29,62.0679,48.881,N/A
2019,4,26,12,30,124,922,1009,124,922,1009,29.2,62.0865,48.8965,N/A
2019,4,26,13,0,123,919,994,123,919,994,29.4,61.0548,48.0789,N/A
2019,4,26,13,30,122,912,962,122,912,962,29.5,58.8543,46.335,N/A
2019,4,26,14,0,120,902,914,120,902,914,29.5,55.5588,43.7232,N/A
2019,4,26,14,30,219,621,733,116,887,850,29.4,44.1423,34.7181,N/A
2019,4,26,15,0,236,524,635,112,867,772,29.3,37.7506,29.6655,N/A
2019,4,26,15,30,194,568,583,107,839,682,29,34.0558,26.7286,N/A
2019,4,26,16,0,123,726,558,101,802,581,28.7,31.8304,24.9358,N/A
2019,4,26,16,30,109,687,456,94,753,474,28.3,25.1852,19.6739,N/A
2019,4,26,17,0,98,608,343,84,685,361,27.9,18.1305,14.0977,N/A
2019,4,26,17,30,102,302,192,71,590,247,27.9,9.5908,7.3994,N/A
2019,4,26,18,0,68,119,91,55,445,139,25,4.3392,3.3105,N/A
2019,4,26,18,30,29,166,42,30,222,48,23.7,0,0,N/A
2019,4,26,19,0,2,12,2,2,12,2,22.4,0,0,N/A
2019,4,26,19,30,0,0,0,0,0,0,21.9,0,0,N/A
2019,4,26,20,0,0,0,0,0,0,0,21.3,0,0,N/A
2019,4,26,20,30,0,0,0,0,0,0,21,0,0,N/A
2019,4,26,21,0,0,0,0,0,0,0,20.7,0,0,N/A
2019,4,26,21,30,0,0,0,0,0,0,20.3,0,0,N/A
2019,4,26,22,0,0,0,0,0,0,0,19.9,0,0,N/A
2019,4,26,22,30,0,0,0,0,0,0,19.6,0,0,N/A
2019,4,26,23,0,0,0,0,0,0,0,19.3,0,0,N/A
2019,4,26,23,30,0,0,0,0,0,0,19.1,0,0,N/A
2019,4,27,0,0,0,0,0,0,0,0,18.9,0,0,N/A
2019,4,27,0,30,0,0,0,0,0,0,18.7,0,0,N/A
2019,4,27,1,0,0,0,0,0,0,0,18.4,0,0,N/A
2019,4,27,1,30,0,0,0,0,0,0,18.2,0,0,N/A
2019,4,27,2,0,0,0,0,0,0,0,18,0,0,N/A
2019,4,27,2,30,0,0,0,0,0,0,17.8,0,0,N/A
2019,4,27,3,0,0,0,0,0,0,0,17.6,0,0,N/A
2019,4,27,3,30,0,0,0,0,0,0,17.4,0,0,N/A
2019,4,27,4,0,0,0,0,0,0,0,17.3,0,0,N/A
2019,4,27,4,30,0,0,0,0,0,0,17.1,0,0,N/A
2019,4,27,5,0,0,0,0,0,0,0,17,0,0,N/A
2019,4,27,5,30,0,0,0,0,0,0,18.1,0,0,N/A
2019,4,27,6,0,23,162,31,23,162,31,19.1,0,0,N/A
2019,4,27,6,30,49,419,116,49,419,116,20.6,0,0,N/A
2019,4,27,7,0,66,584,223,66,584,223,22,10.964,8.4349,N/A
2019,4,27,7,30,78,691,338,78,691,338,23.1,17.6168,13.6749,N/A
2019,4,27,8,0,88,766,454,88,766,454,24.2,24.8133,19.3636,N/A
2019,4,27,8,30,96,816,565,96,816,565,25,31.9849,25.0409,N/A
2019,4,27,9,0,102,854,669,102,854,669,25.7,38.8627,30.4885,N/A
2019,4,27,9,30,116,862,756,107,883,763,26.2,44.7598,35.1635,N/A
2019,4,27,10,0,112,904,845,112,904,845,26.7,50.7367,39.8969,N/A
2019,4,27,10,30,113,922,914,113,922,914,27.1,55.4443,43.6275,N/A
2019,4,27,11,0,116,934,968,116,934,968,27.5,59.1432,46.5587,N/A
2019,4,27,11,30,119,939,1004,119,939,1004,27.7,61.6271,48.5276,N/A
2019,4,27,12,0,123,938,1023,123,938,1023,28,62.9435,49.5713,N/A
2019,4,27,12,30,123,938,1025,123,938,1025,28.1,63.0846,49.6832,N/A
2019,4,27,13,0,123,933,1008,123,933,1008,28.2,61.9278,48.767,N/A
2019,4,27,13,30,122,925,975,122,925,975,28.1,59.662,46.9715,N/A
2019,4,27,14,0,120,914,926,120,914,926,28,56.3013,44.3082,N/A
2019,4,27,14,30,117,898,861,117,898,861,27.8,51.8647,40.7925,N/A
2019,4,27,15,0,114,873,780,114,873,780,27.5,46.384,36.4506,N/A
2019,4,27,15,30,109,845,689,109,845,689,27,40.2631,31.6012,N/A
2019,4,27,16,0,103,807,588,103,807,588,26.6,33.5573,26.2897,N/A
2019,4,27,16,30,99,740,474,96,757,479,25.8,26.196,20.4647,N/A
2019,4,27,17,0,89,672,361,87,689,366,25.1,19.0983,14.8517,N/A
2019,4,27,17,30,73,594,251,73,594,251,25.1,12.552,9.6857,N/A
2019,4,27,18,0,56,449,142,56,449,142,22.7,6.7724,5.1678,N/A
2019,4,27,18,30,32,225,51,32,225,51,21.7,0,0,N/A
2019,4,27,19,0,2,12,2,2,12,2,20.6,0,0,N/A
2019,4,27,19,30,0,0,0,0,0,0,20.3,0,0,N/A
2019,4,27,20,0,0,0,0,0,0,0,20,0,0,N/A
2019,4,27,20,30,0,0,0,0,0,0,19.6,0,0,N/A
2019,4,27,21,0,0,0,0,0,0,0,19.3,0,0,N/A
2019,4,27,21,30,0,0,0,0,0,0,19.1,0,0,N/A
2019,4,27,22,0,0,0,0,0,0,0,18.8,0,0,N/A
2019,4,27,22,30,0,0,0,0,0,0,18.6,0,0,N/A
2019,4,27,23,0,0,0,0,0,0,0,18.4,0,0,N/A
2019,4,27,23,30,0,0,0,0,0,0,18.2,0,0,N/A
2019,4,28,0,0,0,0,0,0,0,0,18,0,0,N/A
2019,4,28,0,30,0,0,0,0,0,0,18,0,0,N/A
2019,4,28,1,0,0,0,0,0,0,0,17.9,0,0,N/A
2019,4,28,1,30,0,0,0,0,0,0,18.1,0,0,N/A
2019,4,28,2,0,0,0,0,0,0,0,18.3,0,0,N/A
2019,4,28,2,30,0,0,0,0,0,0,18.3,0,0,N/A
2019,4,28,3,0,0,0,0,0,0,0,18.3,0,0,N/A
2019,4,28,3,30,0,0,0,0,0,0,18.2,0,0,N/A
2019,4,28,4,0,0,0,0,0,0,0,18.1,0,0,N/A
2019,4,28,4,30,0,0,0,0,0,0,18,0,0,N/A
2019,4,28,5,0,0,0,0,0,0,0,18,0,0,N/A
2019,4,28,5,30,0,0,0,0,0,0,18.9,0,0,N/A
2019,4,28,6,0,24,125,31,24,125,31,19.8,0,0,N/A
2019,4,28,6,30,55,318,107,55,363,114,21.1,0,0,N/A
2019,4,28,7,0,76,531,220,76,531,220,22.4,10.8331,8.3367,N/A
2019,4,28,7,30,89,645,333,89,645,333,23.3,17.3822,13.4953,N/A
2019,4,28,8,0,104,690,436,98,727,448,24.2,23.8563,18.6189,N/A
2019,4,28,8,30,215,370,429,104,788,559,24.9,24.3049,19.0295,N/A
2019,4,28,9,0,208,532,562,107,836,663,25.7,32.6659,25.6281,N/A
2019,4,28,9,30,178,692,693,112,864,756,26.3,41.0497,32.25,N/A
2019,4,28,10,0,225,641,746,116,888,838,26.9,44.8097,35.2371,N/A
2019,4,28,10,30,365,340,661,118,903,904,27.4,40.1094,31.5615,N/A
2019,4,28,11,0,384,260,622,121,915,957,27.8,38.0133,29.9253,N/A
2019,4,28,11,30,402,376,757,120,924,993,28.1,46.4773,36.5986,N/A
2019,4,28,12,0,437,262,689,120,930,1013,28.3,42.4022,33.3944,N/A
2019,4,28,12,30,454,278,722,119,931,1015,28.4,44.4456,35.0042,N/A
2019,4,28,13,0,439,312,735,118,928,1000,28.4,45.1647,35.5668,N/A
2019,4,28,13,30,275,614,842,116,921,967,28.3,51.5346,40.5734,N/A
2019,4,28,14,0,155,829,887,114,910,918,28.1,53.9418,42.4519,N/A
2019,4,28,14,30,125,868,845,115,889,853,27.8,50.9136,40.0452,N/A
2019,4,28,15,0,117,858,773,117,858,773,27.4,45.9819,36.1353,N/A
2019,4,28,15,30,112,831,684,112,831,684,26.9,39.986,31.3846,N/A
2019,4,28,16,0,105,796,584,105,796,584,26.3,33.3445,26.124,N/A
2019,4,28,16,30,97,749,477,97,749,477,25.6,26.3784,20.6084,N/A
2019,4,28,17,0,87,683,365,87,683,365,24.8,19.3263,15.0305,N/A
2019,4,28,17,30,74,589,252,74,589,252,24.8,12.6149,9.7359,N/A
2019,4,28,18,0,58,447,144,58,447,144,22.8,6.8697,5.243,N/A
2019,4,28,18,30,33,226,52,33,226,52,21.8,0,0,N/A
2019,4,28,19,0,2,12,2,2,12,2,20.9,0,0,N/A
2019,4,28,19,30,0,0,0,0,0,0,20.5,0,0,N/A
2019,4,28,20,0,0,0,0,0,0,0,20.2,0,0,N/A
2019,4,28,20,30,0,0,0,0,0,0,20,0,0,N/A
2019,4,28,21,0,0,0,0,0,0,0,19.8,0,0,N/A
2019,4,28,21,30,0,0,0,0,0,0,19.7,0,0,N/A
2019,4,28,22,0,0,0,0,0,0,0,19.6,0,0,N/A
2019,4,28,22,30,0,0,0,0,0,0,19.5,0,0,N/A
2019,4,28,23,0,0,0,0,0,0,0,19.5,0,0,N/A
2019,4,28,23,30,0,0,0,0,0,0,19.6,0,0,N/A
2019,4,29,0,0,0,0,0,0,0,0,19.6,0,0,N/A
2019,4,29,0,30,0,0,0,0,0,0,19.8,0,0,N/A
2019,4,29,1,0,0,0,0,0,0,0,19.9,0,0,N/A
2019,4,29,1,30,0,0,0,0,0,0,20.1,0,0,N/A
2019,4,29,2,0,0,0,0,0,0,0,20.4,0,0,N/A
2019,4,29,2,30,0,0,0,0,0,0,20.4,0,0,N/A
2019,4,29,3,0,0,0,0,0,0,0,20.5,0,0,N/A
2019,4,29,3,30,0,0,0,0,0,0,20.4,0,0,N/A
2019,4,29,4,0,0,0,0,0,0,0,20.4,0,0,N/A
2019,4,29,4,30,0,0,0,0,0,0,20.3,0,0,N/A
2019,4,29,5,0,0,0,0,0,0,0,20.2,0,0,N/A
2019,4,29,5,30,0,0,0,0,0,0,21.1,0,0,N/A
2019,4,29,6,0,14,8,14,24,143,32,21.9,0,0,N/A
2019,4,29,6,30,41,0,41,52,377,115,23,0,0,N/A
2019,4,29,7,0,75,1,75,71,534,218,24.1,3.6992,2.8476,N/A
2019,4,29,7,30,133,20,141,86,640,330,25,7.3704,5.7233,N/A
2019,4,29,8,0,180,49,204,97,714,442,26,11.1739,8.7217,N/A
2019,4,29,8,30,236,107,298,106,766,550,26.7,16.8962,13.2297,N/A
2019,4,29,9,0,299,218,445,113,806,651,27.4,25.8811,20.306,N/A
2019,4,29,9,30,348,125,441,120,833,742,27.9,26.1345,20.5327,N/A
2019,4,29,10,0,384,189,538,125,854,821,28.4,32.3276,25.4222,N/A
2019,4,29,10,30,422,172,572,132,865,886,28.7,34.7195,27.3208,N/A
2019,4,29,11,0,457,165,608,138,871,936,29,37.1675,29.2599,N/A
2019,4,29,11,30,447,286,718,145,872,970,29,44.0928,34.7214,N/A
2019,4,29,12,0,454,259,703,154,867,988,29.1,43.273,34.0806,N/A
2019,4,29,12,30,418,327,733,159,860,988,28.8,45.1317,35.545,N/A
2019,4,29,13,0,411,397,789,165,846,970,28.5,48.4928,38.1881,N/A
2019,4,29,13,30,430,302,709,167,834,938,28.2,43.4032,34.1719,N/A
2019,4,29,14,0,410,297,673,167,815,888,27.9,40.937,32.2176,N/A
2019,4,29,14,30,402,211,577,162,796,824,27.6,34.7745,27.3517,N/A
2019,4,29,15,0,343,275,554,156,771,747,27.4,32.964,25.9056,N/A
2019,4,29,15,30,291,330,519,149,738,658,27.1,30.3507,23.8225,N/A
2019,4,29,16,0,249,272,413,141,693,559,26.9,23.5919,18.4839,N/A
2019,4,29,16,30,206,187,301,132,628,452,26.5,16.655,13.0126,N/A
2019,4,29,17,0,152,66,179,120,543,342,26.1,9.4859,7.3781,N/A
2019,4,29,17,30,107,111,141,100,442,234,26.1,7.0656,5.454,N/A
2019,4,29,18,0,65,81,81,75,284,130,24.8,3.8653,2.9506,N/A
2019,4,29,18,30,26,9,27,35,99,44,24.3,0,0,N/A
2019,4,29,19,0,2,1,2,2,4,2,23.8,0,0,N/A
2019,4,29,19,30,0,0,0,0,0,0,23.6,0,0,N/A
2019,4,29,20,0,0,0,0,0,0,0,23.4,0,0,N/A
2019,4,29,20,30,0,0,0,0,0,0,23.3,0,0,N/A
2019,4,29,21,0,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,29,21,30,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,29,22,0,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,29,22,30,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,29,23,0,0,0,0,0,0,0,23.3,0,0,N/A
2019,4,29,23,30,0,0,0,0,0,0,23.3,0,0,N/A
2019,4,30,0,0,0,0,0,0,0,0,23.3,0,0,N/A
2019,4,30,0,30,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,30,1,0,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,30,1,30,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,30,2,0,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,30,2,30,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,30,3,0,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,30,3,30,0,0,0,0,0,0,23.1,0,0,N/A
2019,4,30,4,0,0,0,0,0,0,0,23.1,0,0,N/A
2019,4,30,4,30,0,0,0,0,0,0,23,0,0,N/A
2019,4,30,5,0,0,0,0,0,0,0,22.9,0,0,N/A
2019,4,30,5,30,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,30,6,0,10,1,10,21,37,23,23.4,0,0,N/A
2019,4,30,6,30,31,2,31,69,151,95,24,0,0,N/A
2019,4,30,7,0,47,0,47,113,277,190,24.5,2.3218,1.7878,N/A
2019,4,30,7,30,75,0,75,145,387,294,25.2,3.9256,3.0488,N/A
2019,4,30,8,0,139,4,141,167,480,400,25.9,7.7307,6.0347,N/A
2019,4,30,8,30,207,26,222,184,552,505,26.5,12.5968,9.8639,N/A
2019,4,30,9,0,297,116,375,194,612,604,27.1,21.8223,17.1223,N/A
2019,4,30,9,30,350,172,479,206,652,694,27.7,28.3986,22.3122,N/A
2019,4,30,10,0,386,198,548,214,684,773,28.2,32.9404,25.9046,N/A
2019,4,30,10,30,383,360,698,227,699,838,28.7,42.3802,33.3496,N/A
2019,4,30,11,0,427,333,732,239,706,887,29.1,44.7588,35.2367,N/A
2019,4,30,11,30,423,378,781,249,708,920,29.3,47.9724,37.7769,N/A
2019,4,30,12,0,352,529,862,261,701,937,29.5,53.0713,41.7979,N/A
2019,4,30,12,30,371,496,850,273,688,937,29.5,52.3458,41.2272,N/A
2019,4,30,13,0,470,184,645,283,666,918,29.5,39.6498,31.2246,N/A
2019,4,30,13,30,424,70,489,294,635,882,29.2,29.9414,23.5735,N/A
2019,4,30,14,0,379,51,424,307,592,831,29,25.7964,20.3022,N/A
2019,4,30,14,30,262,18,277,302,560,768,28.5,16.698,13.1339,N/A
2019,4,30,15,0,175,4,178,295,518,692,28,10.5943,8.3259,N/A
2019,4,30,15,30,223,27,242,265,501,611,27.4,14.1568,11.1121,N/A
2019,4,30,16,0,136,2,137,229,482,521,26.9,7.8295,6.1345,N/A
2019,4,30,16,30,105,0,105,193,454,425,26.4,5.8135,4.5424,N/A
2019,4,30,17,0,123,28,134,153,420,325,25.8,7.1066,5.528,N/A
2019,4,30,17,30,104,129,143,122,322,220,25.8,7.1732,5.5379,N/A
2019,4,30,18,0,73,181,109,83,203,123,24.7,5.2034,3.9727,N/A
2019,4,30,18,30,35,68,41,35,69,41,24.3,0,0,N/A
2019,4,30,19,0,2,2,2,2,2,2,23.9,0,0,N/A
2019,4,30,19,30,0,0,0,0,0,0,23.7,0,0,N/A
2019,4,30,20,0,0,0,0,0,0,0,23.5,0,0,N/A
2019,4,30,20,30,0,0,0,0,0,0,23.4,0,0,N/A
2019,4,30,21,0,0,0,0,0,0,0,23.4,0,0,N/A
2019,4,30,21,30,0,0,0,0,0,0,23.3,0,0,N/A
2019,4,30,22,0,0,0,0,0,0,0,23.3,0,0,N/A
2019,4,30,22,30,0,0,0,0,0,0,23.2,0,0,N/A
2019,4,30,23,0,0,0,0,0,0,0,23.1,0,0,N/A
2019,4,30,23,30,0,0,0,0,0,0,23.1,0,0,N/A
2019,5,1,0,0,0,0,0,0,0,0,23,0,0,N/A
2019,5,1,0,30,0,0,0,0,0,0,23,0,0,N/A
2019,5,1,1,0,0,0,0,0,0,0,22.9,0,0,N/A
2019,5,1,1,30,0,0,0,0,0,0,22.9,0,0,N/A
2019,5,1,2,0,0,0,0,0,0,0,22.8,0,0,N/A
2019,5,1,2,30,0,0,0,0,0,0,22.8,0,0,N/A
2019,5,1,3,0,0,0,0,0,0,0,22.7,0,0,N/A
2019,5,1,3,30,0,0,0,0,0,0,22.7,0,0,N/A
2019,5,1,4,0,0,0,0,0,0,0,22.6,0,0,N/A
2019,5,1,4,30,0,0,0,0,0,0,22.4,0,0,N/A
2019,5,1,5,0,0,0,0,0,0,0,22.2,0,0,N/A
2019,5,1,5,30,0,0,0,0,0,0,22.5,0,0,N/A
2019,5,1,6,0,23,36,25,25,56,29,22.8,0,0,N/A
2019,5,1,6,30,69,219,107,69,219,107,23.4,0,0,N/A
2019,5,1,7,0,96,201,152,101,375,206,24,7.5197,5.7918,N/A
2019,5,1,7,30,125,39,140,122,497,314,24.8,7.338,5.7,N/A
2019,5,1,8,0,178,248,299,132,595,423,25.5,16.4096,12.8108,N/A
2019,5,1,8,30,159,585,501,142,662,529,26.3,28.4483,22.2778,N/A
2019,5,1,9,0,155,699,625,149,716,630,27.1,36.3899,28.5535,N/A
2019,5,1,9,30,293,377,576,157,751,721,27.7,34.1639,26.8427,N/A
2019,5,1,10,0,368,263,583,164,778,801,28.3,35.0561,27.5691,N/A
2019,5,1,10,30,389,287,640,170,795,866,28.7,38.8697,30.5877,N/A
2019,5,1,11,0,431,116,538,175,805,915,29.1,32.9046,25.9048,N/A
2019,5,1,11,30,459,106,560,180,810,949,29.3,34.4051,27.0934,N/A
2019,5,1,12,0,471,116,583,184,810,966,29.4,35.901,28.2753,N/A
2019,5,1,12,30,487,175,656,190,804,967,29.3,40.4061,31.8239,N/A
2019,5,1,13,0,453,104,552,194,792,950,29.2,33.9393,26.7278,N/A
2019,5,1,13,30,278,24,300,196,776,916,29,18.3724,14.4652,N/A
2019,5,1,14,0,278,148,409,198,752,865,28.7,24.8888,19.5881,N/A
2019,5,1,14,30,290,85,361,215,696,795,28.4,21.767,17.1213,N/A
2019,5,1,15,0,214,15,226,233,621,710,28,13.4549,10.5743,N/A
2019,5,1,15,30,221,27,240,223,578,623,27.6,14.0446,11.0243,N/A
2019,5,1,16,0,64,0,64,209,524,527,27.1,3.6592,2.8672,N/A
2019,5,1,16,30,107,13,114,188,462,425,26.6,6.3157,4.9351,N/A
2019,5,1,17,0,61,2,62,163,383,321,26,3.2909,2.5601,N/A
2019,5,1,17,30,49,49,64,129,286,217,26,3.2137,2.4815,N/A
2019,5,1,18,0,23,16,26,87,166,120,24.8,1.2417,0.9482,N/A
2019,5,1,18,30,8,2,8,35,50,40,24.3,0,0,N/A
2019,5,1,19,0,2,1,2,2,1,2,23.8,0,0,N/A
2019,5,1,19,30,0,0,0,0,0,0,23.6,0,0,N/A
2019,5,1,20,0,0,0,0,0,0,0,23.4,0,0,N/A
2019,5,1,20,30,0,0,0,0,0,0,23.4,0,0,N/A
2019,5,1,21,0,0,0,0,0,0,0,23.3,0,0,N/A
2019,5,1,21,30,0,0,0,0,0,0,23.3,0,0,N/A
2019,5,1,22,0,0,0,0,0,0,0,23.3,0,0,N/A
2019,5,1,22,30,0,0,0,0,0,0,23.3,0,0,N/A
2019,5,1,23,0,0,0,0,0,0,0,23.3,0,0,N/A
2019,5,1,23,30,0,0,0,0,0,0,23.2,0,0,N/A
2019,5,2,0,0,0,0,0,0,0,0,23.2,0,0,N/A
2019,5,2,0,30,0,0,0,0,0,0,23.1,0,0,N/A
2019,5,2,1,0,0,0,0,0,0,0,23,0,0,N/A
2019,5,2,1,30,0,0,0,0,0,0,22.9,0,0,N/A
2019,5,2,2,0,0,0,0,0,0,0,22.8,0,0,N/A
2019,5,2,2,30,0,0,0,0,0,0,22.7,0,0,N/A
2019,5,2,3,0,0,0,0,0,0,0,22.6,0,0,N/A
2019,5,2,3,30,0,0,0,0,0,0,22.5,0,0,N/A
2019,5,2,4,0,0,0,0,0,0,0,22.4,0,0,N/A
2019,5,2,4,30,0,0,0,0,0,0,22.3,0,0,N/A
2019,5,2,5,0,0,0,0,0,0,0,22.2,0,0,N/A
2019,5,2,5,30,0,0,0,0,0,0,22.4,0,0,N/A
2019,5,2,6,0,5,0,5,27,63,31,22.6,0,0,N/A
2019,5,2,6,30,10,0,10,68,226,108,23,0.4768,0.3634,N/A
2019,5,2,7,0,37,0,37,100,373,206,23.4,1.8332,1.4123,N/A
2019,5,2,7,30,147,108,189,124,483,312,23.8,9.9183,7.7055,N/A
2019,5,2,8,0,181,365,360,141,566,419,24.2,19.7765,15.4408,N/A
2019,5,2,8,30,226,282,391,154,630,524,24.6,22.218,17.3999,N/A
