Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Temperature,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2019,1,1,0,0,0,0,0,0,0,0,7.3,0,0,N/A
2019,1,1,0,30,0,0,0,0,0,0,6.9,0,0,N/A
2019,1,1,1,0,0,0,0,0,0,0,6.6,0,0,N/A
2019,1,1,1,30,0,0,0,0,0,0,6.4,0,0,N/A
2019,1,1,2,0,0,0,0,0,0,0,6.3,0,0,N/A
2019,1,1,2,30,0,0,0,0,0,0,6.3,0,0,N/A
2019,1,1,3,0,0,0,0,0,0,0,6.4,0,0,N/A
2019,1,1,3,30,0,0,0,0,0,0,6.5,0,0,N/A
2019,1,1,4,0,0,0,0,0,0,0,6.6,0,0,N/A
2019,1,1,4,30,0,0,0,0,0,0,6.7,0,0,N/A
2019,1,1,5,0,0,0,0,0,0,0,6.9,0,0,N/A
2019,1,1,5,30,0,0,0,0,0,0,7,0,0,N/A
2019,1,1,6,0,0,0,0,0,0,0,7.2,0,0,N/A
2019,1,1,6,30,0,0,0,0,0,0,7.3,0,0,N/A
2019,1,1,7,0,0,0,0,0,0,0,7.5,0,0,N/A
2019,1,1,7,30,19,171,25,19,171,25,8.2,0,0,N/A
2019,1,1,8,0,41,458,101,41,458,101,8.8,0,0,N/A
2019,1,1,8,30,72,363,153,55,625,194,10,7.357,5.6314,N/A
2019,1,1,9,0,82,560,254,65,730,289,11.1,12.7566,9.8504,N/A
2019,1,1,9,30,129,432,295,71,795,377,12.4,15.4432,11.9942,N/A
2019,1,1,10,0,102,713,424,76,839,455,13.7,22.9114,17.8587,N/A
2019,1,1,10,30,161,527,428,81,866,521,14.7,23.6646,18.488,N/A
2019,1,1,11,0,244,199,354,85,882,572,15.8,19.8871,15.5593,N/A
2019,1,1,11,30,245,303,422,90,886,607,16.2,23.9538,18.7577,N/A
2019,1,1,12,0,219,485,511,95,882,625,16.7,29.1691,22.8522,N/A
2019,1,1,12,30,186,598,548,96,878,628,16.8,31.3244,24.5436,N/A
2019,1,1,13,0,259,286,430,96,868,614,16.9,24.512,19.2015,N/A
2019,1,1,13,30,258,224,387,95,852,584,16.9,21.9052,17.1494,N/A
2019,1,1,14,0,225,262,366,93,828,539,16.8,20.4685,16.0078,N/A
2019,1,1,14,30,211,122,271,91,796,481,16.5,14.8846,11.6212,N/A
2019,1,1,15,0,163,149,227,86,752,410,16.3,12.1531,9.4635,N/A
2019,1,1,15,30,128,74,155,79,694,329,15.7,8.013,6.2135,N/A
2019,1,1,16,0,87,152,130,69,611,240,15.1,6.4307,4.953,N/A
2019,1,1,16,30,61,121,84,56,487,150,14.3,4.0069,3.0579,N/A
2019,1,1,17,0,11,3,11,37,295,66,13.6,0,0,N/A
2019,1,1,17,30,4,17,4,9,53,9,13.6,0,0,N/A
2019,1,1,18,0,0,0,0,0,0,0,13.1,0,0,N/A
2019,1,1,18,30,0,0,0,0,0,0,13,0,0,N/A
2019,1,1,19,0,0,0,0,0,0,0,12.8,0,0,N/A
2019,1,1,19,30,0,0,0,0,0,0,12.6,0,0,N/A
2019,1,1,20,0,0,0,0,0,0,0,12.4,0,0,N/A
2019,1,1,20,30,0,0,0,0,0,0,12.2,0,0,N/A
2019,1,1,21,0,0,0,0,0,0,0,12,0,0,N/A
2019,1,1,21,30,0,0,0,0,0,0,11.9,0,0,N/A
2019,1,1,22,0,0,0,0,0,0,0,11.8,0,0,N/A
2019,1,1,22,30,0,0,0,0,0,0,11.7,0,0,N/A
2019,1,1,23,0,0,0,0,0,0,0,11.5,0,0,N/A
2019,1,1,23,30,0,0,0,0,0,0,11.4,0,0,N/A
2019,1,2,0,0,0,0,0,0,0,0,11.3,0,0,N/A
2019,1,2,0,30,0,0,0,0,0,0,11.3,0,0,N/A
2019,1,2,1,0,0,0,0,0,0,0,11.3,0,0,N/A
2019,1,2,1,30,0,0,0,0,0,0,11.2,0,0,N/A
2019,1,2,2,0,0,0,0,0,0,0,11.2,0,0,N/A
2019,1,2,2,30,0,0,0,0,0,0,11.2,0,0,N/A
2019,1,2,3,0,0,0,0,0,0,0,11.1,0,0,N/A
2019,1,2,3,30,0,0,0,0,0,0,11,0,0,N/A
2019,1,2,4,0,0,0,0,0,0,0,10.9,0,0,N/A
2019,1,2,4,30,0,0,0,0,0,0,10.8,0,0,N/A
2019,1,2,5,0,0,0,0,0,0,0,10.8,0,0,N/A
2019,1,2,5,30,0,0,0,0,0,0,10.7,0,0,N/A
2019,1,2,6,0,0,0,0,0,0,0,10.6,0,0,N/A
2019,1,2,6,30,0,0,0,0,0,0,10.5,0,0,N/A
2019,1,2,7,0,0,0,0,0,0,0,10.5,0,0,N/A
2019,1,2,7,30,2,0,2,17,87,20,10.6,0,0,N/A
2019,1,2,8,0,5,0,5,47,312,87,10.7,0,0,N/A
2019,1,2,8,30,8,0,8,67,470,171,10.9,0.3846,0.2944,N/A
2019,1,2,9,0,17,0,17,83,570,258,11.1,0.8536,0.6591,N/A
2019,1,2,9,30,19,0,19,94,644,341,11.2,0.9946,0.7725,N/A
2019,1,2,10,0,27,0,27,102,696,416,11.3,1.4591,1.1373,N/A
2019,1,2,10,30,34,0,34,106,739,481,11.4,1.8801,1.4689,N/A
2019,1,2,11,0,30,0,30,106,773,533,11.5,1.6857,1.3189,N/A
2019,1,2,11,30,36,0,36,110,787,570,11.6,2.044,1.6006,N/A
2019,1,2,12,0,56,0,56,114,792,591,11.6,3.1976,2.5052,N/A
2019,1,2,12,30,78,0,78,115,793,596,11.6,4.4603,3.4948,N/A
2019,1,2,13,0,78,0,78,115,787,586,11.5,4.4485,3.4848,N/A
2019,1,2,13,30,84,0,84,111,779,560,11.5,4.757,3.7244,N/A
2019,1,2,14,0,54,0,54,107,765,520,11.5,3.0218,2.3634,N/A
2019,1,2,14,30,90,0,90,104,730,463,11.4,4.9471,3.8628,N/A
2019,1,2,15,0,80,0,80,99,681,394,11.3,4.2871,3.3386,N/A
2019,1,2,15,30,57,0,57,89,625,316,11.1,2.9503,2.2881,N/A
2019,1,2,16,0,46,0,46,77,546,231,10.9,2.2784,1.7553,N/A
2019,1,2,16,30,28,0,28,60,430,144,10.7,1.3361,1.0199,N/A
2019,1,2,17,0,13,0,13,38,256,64,10.5,0,0,N/A
2019,1,2,17,30,3,8,3,9,42,9,10.5,0,0,N/A
2019,1,2,18,0,0,0,0,0,0,0,10.2,0,0,N/A
2019,1,2,18,30,0,0,0,0,0,0,10.1,0,0,N/A
2019,1,2,19,0,0,0,0,0,0,0,9.9,0,0,N/A
2019,1,2,19,30,0,0,0,0,0,0,9.7,0,0,N/A
2019,1,2,20,0,0,0,0,0,0,0,9.5,0,0,N/A
2019,1,2,20,30,0,0,0,0,0,0,9.5,0,0,N/A
2019,1,2,21,0,0,0,0,0,0,0,9.4,0,0,N/A
2019,1,2,21,30,0,0,0,0,0,0,9.5,0,0,N/A
2019,1,2,22,0,0,0,0,0,0,0,9.5,0,0,N/A
2019,1,2,22,30,0,0,0,0,0,0,9.6,0,0,N/A
2019,1,2,23,0,0,0,0,0,0,0,9.7,0,0,N/A
2019,1,2,23,30,0,0,0,0,0,0,9.8,0,0,N/A
2019,1,3,0,0,0,0,0,0,0,0,9.9,0,0,N/A
2019,1,3,0,30,0,0,0,0,0,0,10,0,0,N/A
2019,1,3,1,0,0,0,0,0,0,0,10.1,0,0,N/A
2019,1,3,1,30,0,0,0,0,0,0,10.2,0,0,N/A
2019,1,3,2,0,0,0,0,0,0,0,10.2,0,0,N/A
2019,1,3,2,30,0,0,0,0,0,0,10.2,0,0,N/A
2019,1,3,3,0,0,0,0,0,0,0,10.2,0,0,N/A
2019,1,3,3,30,0,0,0,0,0,0,10.1,0,0,N/A
2019,1,3,4,0,0,0,0,0,0,0,10.1,0,0,N/A
2019,1,3,4,30,0,0,0,0,0,0,9.9,0,0,N/A
2019,1,3,5,0,0,0,0,0,0,0,9.8,0,0,N/A
2019,1,3,5,30,0,0,0,0,0,0,9.6,0,0,N/A
2019,1,3,6,0,0,0,0,0,0,0,9.4,0,0,N/A
2019,1,3,6,30,0,0,0,0,0,0,9,0,0,N/A
2019,1,3,7,0,0,0,0,0,0,0,8.7,0,0,N/A
2019,1,3,7,30,2,0,2,16,49,18,8.4,0,0,N/A
2019,1,3,8,0,6,0,6,53,209,80,8.1,0,0,N/A
2019,1,3,8,30,9,0,9,86,336,160,8,0.4326,0.3311,N/A
2019,1,3,9,0,14,0,14,117,412,243,7.8,0.7029,0.5428,N/A
2019,1,3,9,30,22,0,22,137,488,325,7.7,1.1517,0.8945,N/A
2019,1,3,10,0,35,0,35,155,541,399,7.6,1.8917,1.4745,N/A
2019,1,3,10,30,70,0,70,162,598,466,7.8,3.8715,3.0247,N/A
2019,1,3,11,0,76,0,76,164,647,522,8,4.2715,3.342,N/A
2019,1,3,11,30,84,0,84,167,677,563,8.5,4.7706,3.7359,N/A
2019,1,3,12,0,159,5,162,167,701,590,9,9.2536,7.25,N/A
2019,1,3,12,30,239,32,258,161,728,604,9.5,14.7593,11.565,N/A
2019,1,3,13,0,229,36,251,149,755,602,10,14.3216,11.2197,N/A
2019,1,3,13,30,218,26,233,139,767,582,10.5,13.203,10.3374,N/A
2019,1,3,14,0,220,68,257,125,778,547,10.9,14.3912,11.2562,N/A
2019,1,3,14,30,202,60,232,119,757,493,10.8,12.7632,9.9665,N/A
2019,1,3,15,0,160,32,174,110,725,425,10.8,9.3337,7.2696,N/A
2019,1,3,15,30,131,34,143,98,675,344,10.3,7.4105,5.7481,N/A
2019,1,3,16,0,94,24,101,84,600,255,9.7,5.0096,3.8603,N/A
2019,1,3,16,30,47,0,47,66,485,162,8.7,2.2438,1.7132,N/A
2019,1,3,17,0,20,0,20,43,302,74,7.7,0,0,N/A
2019,1,3,17,30,3,10,3,10,55,11,7.7,0,0,N/A
2019,1,3,18,0,0,0,0,0,0,0,6.3,0,0,N/A
2019,1,3,18,30,0,0,0,0,0,0,5.8,0,0,N/A
2019,1,3,19,0,0,0,0,0,0,0,5.3,0,0,N/A
2019,1,3,19,30,0,0,0,0,0,0,4.9,0,0,N/A
2019,1,3,20,0,0,0,0,0,0,0,4.5,0,0,N/A
2019,1,3,20,30,0,0,0,0,0,0,4.2,0,0,N/A
2019,1,3,21,0,0,0,0,0,0,0,3.9,0,0,N/A
2019,1,3,21,30,0,0,0,0,0,0,3.6,0,0,N/A
2019,1,3,22,0,0,0,0,0,0,0,3.4,0,0,N/A
2019,1,3,22,30,0,0,0,0,0,0,3.3,0,0,N/A
2019,1,3,23,0,0,0,0,0,0,0,3.2,0,0,N/A
2019,1,3,23,30,0,0,0,0,0,0,2.9,0,0,N/A
2019,1,4,0,0,0,0,0,0,0,0,2.6,0,0,N/A
2019,1,4,0,30,0,0,0,0,0,0,2.4,0,0,N/A
2019,1,4,1,0,0,0,0,0,0,0,2.1,0,0,N/A
2019,1,4,1,30,0,0,0,0,0,0,2.1,0,0,N/A
2019,1,4,2,0,0,0,0,0,0,0,2.2,0,0,N/A
2019,1,4,2,30,0,0,0,0,0,0,2.2,0,0,N/A
2019,1,4,3,0,0,0,0,0,0,0,2.3,0,0,N/A
2019,1,4,3,30,0,0,0,0,0,0,2.5,0,0,N/A
2019,1,4,4,0,0,0,0,0,0,0,2.8,0,0,N/A
2019,1,4,4,30,0,0,0,0,0,0,3.1,0,0,N/A
2019,1,4,5,0,0,0,0,0,0,0,3.4,0,0,N/A
2019,1,4,5,30,0,0,0,0,0,0,3.5,0,0,N/A
2019,1,4,6,0,0,0,0,0,0,0,3.7,0,0,N/A
2019,1,4,6,30,0,0,0,0,0,0,3.7,0,0,N/A
2019,1,4,7,0,0,0,0,0,0,0,3.8,0,0,N/A
2019,1,4,7,30,18,200,25,18,200,25,4.4,0,0,N/A
2019,1,4,8,0,36,498,100,37,516,103,5,0,0,N/A
2019,1,4,8,30,47,683,198,47,683,198,6.2,9.5171,7.2841,N/A
2019,1,4,9,0,53,785,294,53,785,294,7.4,14.7614,11.398,N/A
2019,1,4,9,30,58,849,384,58,849,384,8.9,20.104,15.6142,N/A
2019,1,4,10,0,61,894,465,61,894,465,10.4,25.1354,19.593,N/A
2019,1,4,10,30,64,924,534,64,924,534,11.3,29.5407,23.0797,N/A
2019,1,4,11,0,65,942,587,65,942,587,12.2,32.9996,25.8198,N/A
2019,1,4,11,30,69,951,626,69,951,626,12.9,35.5636,27.8509,N/A
2019,1,4,12,0,73,954,650,73,954,650,13.6,37.1425,29.1014,N/A
2019,1,4,12,30,73,956,656,73,956,656,14.1,37.5428,29.4187,N/A
2019,1,4,13,0,73,953,646,73,953,646,14.7,36.8783,28.8921,N/A
2019,1,4,13,30,71,945,619,71,945,619,14.9,35.0965,27.4806,N/A
2019,1,4,14,0,70,930,576,70,930,576,15.2,32.2774,25.2476,N/A
2019,1,4,14,30,69,902,517,69,902,517,15.1,28.4659,22.23,N/A
2019,1,4,15,0,68,864,446,68,864,446,15.1,23.9499,18.6557,N/A
2019,1,4,15,30,63,817,363,63,817,363,14.5,18.8353,14.6124,N/A
2019,1,4,16,0,56,748,271,56,748,271,13.9,13.4603,10.3747,N/A
2019,1,4,16,30,47,641,175,47,641,175,12.5,8.3586,6.3834,N/A
2019,1,4,17,0,33,460,82,33,460,82,11.1,0,0,N/A
2019,1,4,17,30,12,117,13,12,117,13,11.1,0,0,N/A
2019,1,4,18,0,0,0,0,0,0,0,10.9,0,0,N/A
2019,1,4,18,30,0,0,0,0,0,0,10.8,0,0,N/A
2019,1,4,19,0,0,0,0,0,0,0,10.7,0,0,N/A
2019,1,4,19,30,0,0,0,0,0,0,10.3,0,0,N/A
2019,1,4,20,0,0,0,0,0,0,0,9.9,0,0,N/A
2019,1,4,20,30,0,0,0,0,0,0,9.4,0,0,N/A
2019,1,4,21,0,0,0,0,0,0,0,8.9,0,0,N/A
2019,1,4,21,30,0,0,0,0,0,0,8.5,0,0,N/A
2019,1,4,22,0,0,0,0,0,0,0,8.1,0,0,N/A
2019,1,4,22,30,0,0,0,0,0,0,7.8,0,0,N/A
2019,1,4,23,0,0,0,0,0,0,0,7.6,0,0,N/A
2019,1,4,23,30,0,0,0,0,0,0,7.5,0,0,N/A
2019,1,5,0,0,0,0,0,0,0,0,7.3,0,0,N/A
2019,1,5,0,30,0,0,0,0,0,0,7.3,0,0,N/A
2019,1,5,1,0,0,0,0,0,0,0,7.2,0,0,N/A
2019,1,5,1,30,0,0,0,0,0,0,7.2,0,0,N/A
2019,1,5,2,0,0,0,0,0,0,0,7.1,0,0,N/A
2019,1,5,2,30,0,0,0,0,0,0,7.1,0,0,N/A
2019,1,5,3,0,0,0,0,0,0,0,7,0,0,N/A
2019,1,5,3,30,0,0,0,0,0,0,6.9,0,0,N/A
2019,1,5,4,0,0,0,0,0,0,0,6.9,0,0,N/A
2019,1,5,4,30,0,0,0,0,0,0,6.8,0,0,N/A
2019,1,5,5,0,0,0,0,0,0,0,6.7,0,0,N/A
2019,1,5,5,30,0,0,0,0,0,0,6.5,0,0,N/A
2019,1,5,6,0,0,0,0,0,0,0,6.3,0,0,N/A
2019,1,5,6,30,0,0,0,0,0,0,6.1,0,0,N/A
2019,1,5,7,0,0,0,0,0,0,0,6,0,0,N/A
2019,1,5,7,30,18,219,25,18,219,25,7.3,0,0,N/A
2019,1,5,8,0,37,532,105,37,532,105,8.6,0,0,N/A
2019,1,5,8,30,48,695,202,48,695,202,9.8,9.7088,7.4307,N/A
2019,1,5,9,0,58,793,301,58,793,301,11,15.1128,11.6694,N/A
2019,1,5,9,30,63,857,393,63,857,393,12.5,20.5768,15.9816,N/A
2019,1,5,10,0,68,901,476,68,901,476,14,25.7353,20.061,N/A
2019,1,5,10,30,72,931,546,72,931,546,15.5,30.2131,23.6057,N/A
2019,1,5,11,0,74,952,602,74,952,602,17,33.8528,26.4881,N/A
2019,1,5,11,30,77,965,643,77,965,643,17.8,36.5424,28.6183,N/A
2019,1,5,12,0,78,972,667,78,972,667,18.6,38.1282,29.8746,N/A
2019,1,5,12,30,80,972,674,80,972,674,18.9,38.5919,30.242,N/A
2019,1,5,13,0,80,967,663,80,967,663,19.3,37.8679,29.6686,N/A
2019,1,5,13,30,79,957,635,79,957,635,19.4,36.0248,28.2089,N/A
2019,1,5,14,0,77,940,591,77,940,591,19.5,33.1432,25.9266,N/A
2019,1,5,14,30,73,919,532,73,919,532,19.2,29.3177,22.8972,N/A
2019,1,5,15,0,70,888,460,70,888,460,19,24.7279,19.264,N/A
2019,1,5,15,30,65,840,375,65,840,375,18,19.4828,15.1172,N/A
2019,1,5,16,0,58,770,281,58,770,281,16.9,13.9765,10.7751,N/A
2019,1,5,16,30,48,663,182,48,663,182,15,8.698,6.6442,N/A
2019,1,5,17,0,34,481,86,34,481,86,13.1,0,0,N/A
2019,1,5,17,30,12,126,14,12,126,14,13.1,0,0,N/A
2019,1,5,18,0,0,0,0,0,0,0,11.3,0,0,N/A
2019,1,5,18,30,0,0,0,0,0,0,10.8,0,0,N/A
2019,1,5,19,0,0,0,0,0,0,0,10.3,0,0,N/A
2019,1,5,19,30,0,0,0,0,0,0,10,0,0,N/A
2019,1,5,20,0,0,0,0,0,0,0,9.6,0,0,N/A
2019,1,5,20,30,0,0,0,0,0,0,9.3,0,0,N/A
2019,1,5,21,0,0,0,0,0,0,0,8.9,0,0,N/A
2019,1,5,21,30,0,0,0,0,0,0,8.7,0,0,N/A
2019,1,5,22,0,0,0,0,0,0,0,8.5,0,0,N/A
2019,1,5,22,30,0,0,0,0,0,0,8.4,0,0,N/A
2019,1,5,23,0,0,0,0,0,0,0,8.2,0,0,N/A
2019,1,5,23,30,0,0,0,0,0,0,8.1,0,0,N/A
2019,1,6,0,0,0,0,0,0,0,0,7.9,0,0,N/A
2019,1,6,0,30,0,0,0,0,0,0,7.9,0,0,N/A
2019,1,6,1,0,0,0,0,0,0,0,7.8,0,0,N/A
2019,1,6,1,30,0,0,0,0,0,0,7.8,0,0,N/A
2019,1,6,2,0,0,0,0,0,0,0,7.9,0,0,N/A
2019,1,6,2,30,0,0,0,0,0,0,8,0,0,N/A
2019,1,6,3,0,0,0,0,0,0,0,8,0,0,N/A
2019,1,6,3,30,0,0,0,0,0,0,8,0,0,N/A
2019,1,6,4,0,0,0,0,0,0,0,8,0,0,N/A
2019,1,6,4,30,0,0,0,0,0,0,7.9,0,0,N/A
2019,1,6,5,0,0,0,0,0,0,0,7.9,0,0,N/A
2019,1,6,5,30,0,0,0,0,0,0,7.9,0,0,N/A
2019,1,6,6,0,0,0,0,0,0,0,7.9,0,0,N/A
2019,1,6,6,30,0,0,0,0,0,0,8.3,0,0,N/A
2019,1,6,7,0,0,0,0,0,0,0,8.6,0,0,N/A
2019,1,6,7,30,17,190,23,17,190,23,10.9,0,0,N/A
2019,1,6,8,0,36,513,102,36,513,102,13.2,0,0,N/A
2019,1,6,8,30,48,674,197,48,674,197,14.8,9.4679,7.2461,N/A
2019,1,6,9,0,59,742,287,57,769,293,16.3,14.4113,11.1278,N/A
2019,1,6,9,30,84,699,353,62,833,383,17.4,18.4855,14.3576,N/A
2019,1,6,10,0,115,645,407,67,875,464,18.5,22.0107,17.1581,N/A
2019,1,6,10,30,115,726,486,71,904,532,19.1,26.9006,21.0182,N/A
2019,1,6,11,0,74,924,587,74,924,587,19.7,33.0207,25.8378,N/A
2019,1,6,11,30,80,918,620,75,936,626,20.1,35.2493,27.6065,N/A
2019,1,6,12,0,150,704,578,77,944,650,20.4,33.0557,25.9011,N/A
2019,1,6,12,30,273,239,420,77,942,655,20.6,24.0601,18.8551,N/A
2019,1,6,13,0,229,422,484,78,936,644,20.7,27.6592,21.6713,N/A
2019,1,6,13,30,216,464,487,77,925,617,20.5,27.6471,21.65,N/A
2019,1,6,14,0,233,240,365,77,904,573,20.4,20.4846,16.0253,N/A
2019,1,6,14,30,212,147,286,77,871,514,19.9,15.7749,12.3213,N/A
2019,1,6,15,0,158,35,173,77,824,441,19.4,9.3103,7.2539,N/A
2019,1,6,15,30,135,82,166,71,775,359,18.7,8.6361,6.7021,N/A
2019,1,6,16,0,92,162,139,63,701,268,17.9,6.9233,5.3388,N/A
2019,1,6,16,30,53,497,155,51,594,173,17.1,7.4126,5.6639,N/A
2019,1,6,17,0,25,227,50,37,416,83,16.3,0,0,N/A
2019,1,6,17,30,11,100,13,11,100,13,16.3,0,0,N/A
2019,1,6,18,0,0,0,0,0,0,0,15.6,0,0,N/A
2019,1,6,18,30,0,0,0,0,0,0,15.4,0,0,N/A
2019,1,6,19,0,0,0,0,0,0,0,15.2,0,0,N/A
2019,1,6,19,30,0,0,0,0,0,0,15.1,0,0,N/A
2019,1,6,20,0,0,0,0,0,0,0,14.9,0,0,N/A
2019,1,6,20,30,0,0,0,0,0,0,14.6,0,0,N/A
2019,1,6,21,0,0,0,0,0,0,0,14.3,0,0,N/A
2019,1,6,21,30,0,0,0,0,0,0,14.2,0,0,N/A
2019,1,6,22,0,0,0,0,0,0,0,14,0,0,N/A
2019,1,6,22,30,0,0,0,0,0,0,14,0,0,N/A
2019,1,6,23,0,0,0,0,0,0,0,13.9,0,0,N/A
2019,1,6,23,30,0,0,0,0,0,0,14,0,0,N/A
2019,1,7,0,0,0,0,0,0,0,0,14.1,0,0,N/A
2019,1,7,0,30,0,0,0,0,0,0,14.2,0,0,N/A
2019,1,7,1,0,0,0,0,0,0,0,14.3,0,0,N/A
2019,1,7,1,30,0,0,0,0,0,0,14.4,0,0,N/A
2019,1,7,2,0,0,0,0,0,0,0,14.5,0,0,N/A
2019,1,7,2,30,0,0,0,0,0,0,14.3,0,0,N/A
2019,1,7,3,0,0,0,0,0,0,0,14.2,0,0,N/A
2019,1,7,3,30,0,0,0,0,0,0,13.8,0,0,N/A
2019,1,7,4,0,0,0,0,0,0,0,13.4,0,0,N/A
2019,1,7,4,30,0,0,0,0,0,0,13.2,0,0,N/A
2019,1,7,5,0,0,0,0,0,0,0,13,0,0,N/A
2019,1,7,5,30,0,0,0,0,0,0,13.1,0,0,N/A
2019,1,7,6,0,0,0,0,0,0,0,13.1,0,0,N/A
2019,1,7,6,30,0,0,0,0,0,0,13.4,0,0,N/A
2019,1,7,7,0,0,0,0,0,0,0,13.7,0,0,N/A
2019,1,7,7,30,13,31,14,15,80,18,15.2,0,0,N/A
2019,1,7,8,0,47,118,62,46,322,87,16.6,0,0,N/A
2019,1,7,8,30,82,162,118,64,492,173,17.3,5.6715,4.3407,N/A
2019,1,7,9,0,56,12,60,78,598,262,18,3.0131,2.3266,N/A
2019,1,7,9,30,71,0,71,89,669,347,18.8,3.719,2.8886,N/A
2019,1,7,10,0,85,6,88,98,717,423,19.5,4.7604,3.711,N/A
2019,1,7,10,30,180,17,189,104,751,488,20,10.4649,8.1768,N/A
2019,1,7,11,0,203,19,214,110,772,540,20.6,12.0429,9.4236,N/A
2019,1,7,11,30,186,11,192,117,779,576,21,10.9202,8.5528,N/A
2019,1,7,12,0,265,62,303,123,776,596,21.4,17.3364,13.5846,N/A
2019,1,7,12,30,272,148,363,125,775,601,21.6,20.8049,16.3047,N/A
2019,1,7,13,0,256,321,451,127,765,591,21.8,25.7884,20.2064,N/A
2019,1,7,13,30,151,671,544,125,751,565,21.8,30.9024,24.2004,N/A
2019,1,7,14,0,151,620,493,123,728,524,21.8,27.689,21.6629,N/A
2019,1,7,14,30,180,316,339,120,690,468,21.6,18.7156,14.6195,N/A
2019,1,7,15,0,153,16,160,117,636,400,21.4,8.6203,6.7171,N/A
2019,1,7,15,30,101,8,104,106,576,322,20.9,5.4178,4.2053,N/A
2019,1,7,16,0,63,0,63,93,492,238,20.4,3.1426,2.424,N/A
2019,1,7,16,30,45,0,45,74,372,151,19.6,2.1535,1.6459,N/A
2019,1,7,17,0,22,21,24,47,199,70,18.8,0,0,N/A
2019,1,7,17,30,10,21,10,11,29,12,18.8,0,0,N/A
2019,1,7,18,0,0,0,0,0,0,0,18.1,0,0,N/A
2019,1,7,18,30,0,0,0,0,0,0,17.9,0,0,N/A
2019,1,7,19,0,0,0,0,0,0,0,17.7,0,0,N/A
2019,1,7,19,30,0,0,0,0,0,0,17.4,0,0,N/A
2019,1,7,20,0,0,0,0,0,0,0,17.1,0,0,N/A
2019,1,7,20,30,0,0,0,0,0,0,16.9,0,0,N/A
2019,1,7,21,0,0,0,0,0,0,0,16.6,0,0,N/A
2019,1,7,21,30,0,0,0,0,0,0,16.4,0,0,N/A
2019,1,7,22,0,0,0,0,0,0,0,16.1,0,0,N/A
2019,1,7,22,30,0,0,0,0,0,0,15.9,0,0,N/A
2019,1,7,23,0,0,0,0,0,0,0,15.7,0,0,N/A
2019,1,7,23,30,0,0,0,0,0,0,15.6,0,0,N/A
2019,1,8,0,0,0,0,0,0,0,0,15.4,0,0,N/A
2019,1,8,0,30,0,0,0,0,0,0,15.2,0,0,N/A
2019,1,8,1,0,0,0,0,0,0,0,15,0,0,N/A
2019,1,8,1,30,0,0,0,0,0,0,14.8,0,0,N/A
2019,1,8,2,0,0,0,0,0,0,0,14.5,0,0,N/A
2019,1,8,2,30,0,0,0,0,0,0,14.4,0,0,N/A
2019,1,8,3,0,0,0,0,0,0,0,14.2,0,0,N/A
2019,1,8,3,30,0,0,0,0,0,0,14.2,0,0,N/A
2019,1,8,4,0,0,0,0,0,0,0,14.2,0,0,N/A
2019,1,8,4,30,0,0,0,0,0,0,14.2,0,0,N/A
2019,1,8,5,0,0,0,0,0,0,0,14.2,0,0,N/A
2019,1,8,5,30,0,0,0,0,0,0,14.1,0,0,N/A
2019,1,8,6,0,0,0,0,0,0,0,14,0,0,N/A
2019,1,8,6,30,0,0,0,0,0,0,14.1,0,0,N/A
2019,1,8,7,0,0,0,0,0,0,0,14.3,0,0,N/A
2019,1,8,7,30,13,28,14,17,77,19,15.6,0,0,N/A
2019,1,8,8,0,48,241,79,48,321,89,17,0,0,N/A
2019,1,8,8,30,74,339,149,67,506,179,18,7.1619,5.4815,N/A
2019,1,8,9,0,105,379,222,79,629,273,19.1,11.1505,8.6104,N/A
2019,1,8,9,30,92,690,358,88,706,361,20.2,18.7581,14.5704,N/A
2019,1,8,10,0,110,684,421,95,761,441,21.4,22.7817,17.7602,N/A
2019,1,8,10,30,176,474,419,101,795,508,22,23.2079,18.1341,N/A
2019,1,8,11,0,148,652,512,105,819,562,22.7,28.8242,22.5557,N/A
2019,1,8,11,30,193,550,518,106,843,604,23,29.4748,23.0856,N/A
2019,1,8,12,0,211,506,520,102,861,628,23.3,29.7657,23.3249,N/A
2019,1,8,12,30,258,351,474,105,860,635,23.4,27.1821,21.3034,N/A
2019,1,8,13,0,269,268,432,106,850,624,23.4,24.7172,19.3681,N/A
2019,1,8,13,30,196,513,498,106,836,597,23.4,28.3094,22.1711,N/A
2019,1,8,14,0,197,476,460,105,814,555,23.3,25.8561,20.2303,N/A
2019,1,8,14,30,207,331,375,102,783,498,23.1,20.7235,16.1894,N/A
2019,1,8,15,0,154,445,353,97,737,427,22.9,19.0396,14.8378,N/A
2019,1,8,15,30,148,281,254,91,679,347,22.4,13.2508,10.287,N/A
2019,1,8,16,0,120,105,151,81,594,258,21.9,7.5435,5.8199,N/A
2019,1,8,16,30,77,44,86,66,481,167,20.9,4.1189,3.1489,N/A
2019,1,8,17,0,41,29,44,44,306,80,19.8,0,0,N/A
2019,1,8,17,30,9,8,9,14,69,15,19.8,0,0,N/A
2019,1,8,18,0,0,0,0,0,0,0,18.6,0,0,N/A
2019,1,8,18,30,0,0,0,0,0,0,18,0,0,N/A
2019,1,8,19,0,0,0,0,0,0,0,17.4,0,0,N/A
2019,1,8,19,30,0,0,0,0,0,0,16.8,0,0,N/A
