Year,Month,Day,Hour,Minute,GHI,ClearskyGHI,SolarZenithAngle,Temperature,GlobalHorizontalUVIrradiance(280-400nm),GlobalHorizontalUVIrradiance(295-385nm)
2019,1,1,0,0,0,0,157.81,-17.2,0,0
2019,1,1,0,30,0,0,157.88,-18.1,0,0
2019,1,1,1,0,0,0,156.32,-19,0,0
2019,1,1,1,30,0,0,153.42,-20,0,0
2019,1,1,2,0,0,0,149.56,-21,0,0
2019,1,1,2,30,0,0,145.09,-22.2,0,0
2019,1,1,3,0,0,0,140.23,-23.3,0,0
2019,1,1,3,30,0,0,135.13,-24,0,0
2019,1,1,4,0,0,0,129.91,-24.8,0,0
2019,1,1,4,30,0,0,124.61,-25.3,0,0
2019,1,1,5,0,0,0,119.31,-25.8,0,0
2019,1,1,5,30,0,0,114.04,-26.3,0,0
2019,1,1,6,0,0,0,108.85,-26.8,0,0
2019,1,1,6,30,0,0,103.76,-27.2,0,0
2019,1,1,7,0,0,0,98.82,-27.6,0,0
2019,1,1,7,30,0,0,94.06,-27.6,0,0
2019,1,1,8,0,8,13,89.06,-27.6,0,0
2019,1,1,8,30,54,71,85.1,-26.7,0,0
2019,1,1,9,0,113,140,81.25,-25.7,0,0
2019,1,1,9,30,172,209,77.75,-24.7,8.2418,6.3019
2019,1,1,10,0,226,271,74.68,-23.7,11.0826,8.5219
2019,1,1,10,30,267,324,72.11,-22.9,13.407,10.3524
2019,1,1,11,0,314,361,70.11,-22,16.059,12.4343
2019,1,1,11,30,368,389,68.72,-21.2,19.0523,14.7765
2019,1,1,12,0,358,404,68,-20.3,18.6483,14.4745
2019,1,1,12,30,354,405,67.96,-19.4,18.4461,14.3182
2019,1,1,13,0,366,392,68.61,-18.5,18.9667,14.7118
2019,1,1,13,30,343,365,69.92,-17.7,17.572,13.609
2019,1,1,14,0,305,325,71.85,-16.9,15.3522,11.8589
2019,1,1,14,30,242,273,74.36,-16.5,11.9013,9.1565
2019,1,1,15,0,177,212,77.37,-16,8.4998,6.5037
2019,1,1,15,30,116,145,80.83,-16.2,0,0
2019,1,1,16,0,65,77,84.65,-16.4,0,0
2019,1,1,16,30,15,18,88.64,-16.5,0,0
2019,1,1,17,0,0,0,93.53,-16.6,0,0
2019,1,1,17,30,0,0,98.26,-16.6,0,0
2019,1,1,18,0,0,0,103.18,-17.5,0,0
2019,1,1,18,30,0,0,108.25,-18.3,0,0
2019,1,1,19,0,0,0,113.44,-19,0,0
2019,1,1,19,30,0,0,118.7,-20,0,0
2019,1,1,20,0,0,0,124,-20.9,0,0
2019,1,1,20,30,0,0,129.29,-21.7,0,0
2019,1,1,21,0,0,0,134.53,-22.5,0,0
2019,1,1,21,30,0,0,139.64,-23.1,0,0
2019,1,1,22,0,0,0,144.52,-23.8,0,0
2019,1,1,22,30,0,0,149.04,-24.3,0,0
2019,1,1,23,0,0,0,152.97,-24.8,0,0
2019,1,1,23,30,0,0,155.99,-25.3,0,0
2019,1,2,0,0,0,0,157.71,-25.8,0,0
2019,1,2,0,30,0,0,157.81,-25.6,0,0
2019,1,2,1,0,0,0,156.28,-25.5,0,0
2019,1,2,1,30,0,0,153.4,-24.5,0,0
2019,1,2,2,0,0,0,149.56,-23.6,0,0
2019,1,2,2,30,0,0,145.1,-22.2,0,0
2019,1,2,3,0,0,0,140.25,-20.7,0,0
2019,1,2,3,30,0,0,135.16,-19.7,0,0
2019,1,2,4,0,0,0,129.93,-18.7,0,0
2019,1,2,4,30,0,0,124.64,-18.3,0,0
2019,1,2,5,0,0,0,119.34,-17.8,0,0
2019,1,2,5,30,0,0,114.07,-17.7,0,0
2019,1,2,6,0,0,0,108.87,-17.5,0,0
2019,1,2,6,30,0,0,103.78,-17.4,0,0
2019,1,2,7,0,0,0,98.83,-17.4,0,0
2019,1,2,7,30,0,0,94.07,-17,0,0
2019,1,2,8,0,10,12,89.09,-16.6,0,0
2019,1,2,8,30,58,68,85.1,-15.3,0,0
2019,1,2,9,0,127,134,81.24,-13.9,0,0
2019,1,2,9,30,199,201,77.73,-12.7,9.5366,7.2922
2019,1,2,10,0,235,261,74.65,-11.4,11.5271,8.8641
2019,1,2,10,30,201,311,72.07,-10.5,10.0967,7.7967
2019,1,2,11,0,258,352,70.05,-9.5,13.2021,10.223
2019,1,2,11,30,270,380,68.66,-9,13.9858,10.8477
2019,1,2,12,0,267,395,67.92,-8.4,13.9174,10.8034
2019,1,2,12,30,272,393,67.87,-8.1,14.1839,11.0108
2019,1,2,13,0,239,379,68.51,-7.7,12.3959,9.6162
2019,1,2,13,30,266,352,69.81,-7.5,13.6407,10.5657
2019,1,2,14,0,221,312,71.73,-7.2,11.1364,8.6039
2019,1,2,14,30,201,261,74.24,-7.1,9.8957,7.615
2019,1,2,15,0,170,202,77.25,-7.1,8.1697,6.2525
2019,1,2,15,30,113,138,80.71,-7.4,0,0
2019,1,2,16,0,58,73,84.53,-7.7,0,0
2019,1,2,16,30,13,17,88.53,-8.2,0,0
2019,1,2,17,0,0,0,93.39,-8.7,0,0
2019,1,2,17,30,0,0,98.12,-8.7,0,0
2019,1,2,18,0,0,0,103.04,-9.1,0,0
2019,1,2,18,30,0,0,108.11,-9,0,0
2019,1,2,19,0,0,0,113.3,-8.9,0,0
2019,1,2,19,30,0,0,118.56,-8.8,0,0
2019,1,2,20,0,0,0,123.86,-8.7,0,0
2019,1,2,20,30,0,0,129.15,-8.6,0,0
2019,1,2,21,0,0,0,134.39,-8.6,0,0
2019,1,2,21,30,0,0,139.5,-8.7,0,0
2019,1,2,22,0,0,0,144.38,-8.7,0,0
2019,1,2,22,30,0,0,148.9,-9,0,0
2019,1,2,23,0,0,0,152.84,-9.2,0,0
2019,1,2,23,30,0,0,155.86,-9.7,0,0
2019,1,3,0,0,0,0,157.6,-10.2,0,0
2019,1,3,0,30,0,0,157.73,-10.8,0,0
2019,1,3,1,0,0,0,156.23,-11.5,0,0
2019,1,3,1,30,0,0,153.37,-11.8,0,0
2019,1,3,2,0,0,0,149.55,-12.2,0,0
2019,1,3,2,30,0,0,145.1,-12.2,0,0
2019,1,3,3,0,0,0,140.26,-12.2,0,0
2019,1,3,3,30,0,0,135.18,-12,0,0
2019,1,3,4,0,0,0,129.95,-11.9,0,0
2019,1,3,4,30,0,0,124.66,-11.7,0,0
2019,1,3,5,0,0,0,119.36,-11.5,0,0
2019,1,3,5,30,0,0,114.09,-11.2,0,0
2019,1,3,6,0,0,0,108.89,-11,0,0
2019,1,3,6,30,0,0,103.79,-10.9,0,0
2019,1,3,7,0,0,0,98.84,-10.8,0,0
2019,1,3,7,30,0,0,94.07,-10.3,0,0
2019,1,3,8,0,7,12,89.1,-9.8,0,0
2019,1,3,8,30,48,64,85.09,-8.7,0,0
2019,1,3,9,0,119,128,81.22,-7.5,0,0
2019,1,3,9,30,190,193,77.7,-6.4,9.1067,6.9639
2019,1,3,10,0,230,251,74.6,-5.3,11.2868,8.6801
2019,1,3,10,30,253,301,72.01,-4.2,12.7158,9.8201
2019,1,3,11,0,275,340,69.99,-3.1,14.0796,10.9032
2019,1,3,11,30,267,368,68.58,-2,13.8399,10.7355
2019,1,3,12,0,280,382,67.83,-0.9,14.606,11.3389
2019,1,3,12,30,314,384,67.77,-0.3,16.3877,12.723
2019,1,3,13,0,341,372,68.4,0.2,17.7029,13.7347
2019,1,3,13,30,300,346,69.69,0.4,15.4006,11.9307
2019,1,3,14,0,258,308,71.61,0.6,13.0154,10.0573
2019,1,3,14,30,190,260,74.11,0.6,9.3652,7.2084
2019,1,3,15,0,151,203,77.12,0.7,7.2627,5.5596
2019,1,3,15,30,116,139,80.57,0.7,0,0
2019,1,3,16,0,59,75,84.39,0.6,0,0
2019,1,3,16,30,12,18,88.42,0.3,0,0
2019,1,3,17,0,0,0,93.25,-0.1,0,0
2019,1,3,17,30,0,0,97.98,-0.1,0,0
2019,1,3,18,0,0,0,102.9,-1,0,0
2019,1,3,18,30,0,0,107.97,-1.3,0,0
2019,1,3,19,0,0,0,113.15,-1.6,0,0
2019,1,3,19,30,0,0,118.41,-1.9,0,0
2019,1,3,20,0,0,0,123.71,-2.3,0,0
2019,1,3,20,30,0,0,129.01,-2.7,0,0
2019,1,3,21,0,0,0,134.24,-3.1,0,0
2019,1,3,21,30,0,0,139.35,-3.4,0,0
2019,1,3,22,0,0,0,144.24,-3.7,0,0
2019,1,3,22,30,0,0,148.76,-3.7,0,0
2019,1,3,23,0,0,0,152.7,-3.7,0,0
2019,1,3,23,30,0,0,155.73,-3.7,0,0
2019,1,4,0,0,0,0,157.49,-3.7,0,0
2019,1,4,0,30,0,0,157.64,-3.8,0,0
2019,1,4,1,0,0,0,156.17,-3.9,0,0
2019,1,4,1,30,0,0,153.33,-4.2,0,0
2019,1,4,2,0,0,0,149.54,-4.4,0,0
2019,1,4,2,30,0,0,145.1,-4.7,0,0
2019,1,4,3,0,0,0,140.27,-4.9,0,0
2019,1,4,3,30,0,0,135.19,-5.1,0,0
2019,1,4,4,0,0,0,129.97,-5.2,0,0
2019,1,4,4,30,0,0,124.68,-5.5,0,0
2019,1,4,5,0,0,0,119.38,-5.7,0,0
2019,1,4,5,30,0,0,114.1,-6,0,0
2019,1,4,6,0,0,0,108.9,-6.2,0,0
2019,1,4,6,30,0,0,103.8,-6.4,0,0
2019,1,4,7,0,0,0,98.84,-6.5,0,0
2019,1,4,7,30,0,0,94.07,-6.3,0,0
2019,1,4,8,0,8,12,89.09,-6.2,0,0
2019,1,4,8,30,53,65,85.08,-5.4,0,0
2019,1,4,9,0,109,129,81.2,-4.6,0,0
2019,1,4,9,30,163,195,77.66,-3.7,7.8143,5.976
2019,1,4,10,0,213,255,74.56,-2.9,10.4563,8.042
2019,1,4,10,30,264,306,71.95,-2.1,13.2761,10.2537
2019,1,4,11,0,333,346,69.91,-1.3,17.0613,13.2136
2019,1,4,11,30,371,373,68.49,-0.6,19.2455,14.9301
2019,1,4,12,0,387,388,67.74,0,20.2027,15.6852
2019,1,4,12,30,388,389,67.67,0.3,20.2666,15.736
2019,1,4,13,0,374,375,68.28,0.5,19.4358,15.0812
2019,1,4,13,30,350,350,69.57,0.7,17.9865,13.936
2019,1,4,14,0,312,312,71.48,0.8,15.7585,12.1792
2019,1,4,14,30,263,263,73.97,0.8,12.9801,9.9931
2019,1,4,15,0,205,205,76.98,0.8,9.8691,7.5568
2019,1,4,15,30,141,141,80.43,0.6,0,0
2019,1,4,16,0,76,76,84.25,0.4,0,0
2019,1,4,16,30,21,21,88.28,-0.1,0,0
2019,1,4,17,0,0,0,93.1,-0.6,0,0
2019,1,4,17,30,0,0,97.83,-0.6,0,0
2019,1,4,18,0,0,0,102.75,-1.6,0,0
2019,1,4,18,30,0,0,107.82,-1.7,0,0
2019,1,4,19,0,0,0,113.01,-1.8,0,0
2019,1,4,19,30,0,0,118.27,-1.8,0,0
2019,1,4,20,0,0,0,123.56,-1.9,0,0
2019,1,4,20,30,0,0,128.86,-2.2,0,0
2019,1,4,21,0,0,0,134.09,-2.6,0,0
2019,1,4,21,30,0,0,139.2,-2.9,0,0
2019,1,4,22,0,0,0,144.09,-3.3,0,0
2019,1,4,22,30,0,0,148.61,-3.6,0,0
2019,1,4,23,0,0,0,152.55,-3.9,0,0
2019,1,4,23,30,0,0,155.6,-4.1,0,0
2019,1,5,0,0,0,0,157.37,-4.2,0,0
2019,1,5,0,30,0,0,157.55,-4.3,0,0
2019,1,5,1,0,0,0,156.1,-4.4,0,0
2019,1,5,1,30,0,0,153.29,-4.4,0,0
2019,1,5,2,0,0,0,149.51,-4.4,0,0
2019,1,5,2,30,0,0,145.09,-4.3,0,0
2019,1,5,3,0,0,0,140.27,-4.2,0,0
2019,1,5,3,30,0,0,135.2,-4.1,0,0
2019,1,5,4,0,0,0,129.98,-4,0,0
2019,1,5,4,30,0,0,124.69,-3.9,0,0
2019,1,5,5,0,0,0,119.39,-3.7,0,0
2019,1,5,5,30,0,0,114.11,-3.6,0,0
2019,1,5,6,0,0,0,108.9,-3.4,0,0
2019,1,5,6,30,0,0,103.8,-3.4,0,0
2019,1,5,7,0,0,0,98.84,-3.3,0,0
2019,1,5,7,30,0,0,94.06,-3.3,0,0
2019,1,5,8,0,8,12,89.08,-3.3,0,0
2019,1,5,8,30,52,67,85.05,-2.8,0,0
2019,1,5,9,0,123,133,81.16,-2.2,0,0
2019,1,5,9,30,199,199,77.62,-1.4,9.5423,7.298
2019,1,5,10,0,255,258,74.5,-0.6,12.5249,9.6339
2019,1,5,10,30,288,308,71.88,-0.1,14.4924,11.1943
2019,1,5,11,0,347,347,69.83,0.4,17.7912,13.7803
2019,1,5,11,30,374,374,68.4,0.6,19.416,15.0639
2019,1,5,12,0,388,388,67.63,0.8,20.2733,15.7419
2019,1,5,12,30,389,389,67.55,0.9,20.339,15.7942
2019,1,5,13,0,376,376,68.16,1,19.5596,15.1792
2019,1,5,13,30,351,351,69.43,1,18.0602,13.9955
2019,1,5,14,0,314,314,71.34,1.1,15.88,12.2756
2019,1,5,14,30,266,266,73.83,1,13.145,10.1225
2019,1,5,15,0,209,209,76.83,0.9,10.072,7.7144
2019,1,5,15,30,146,146,80.28,0.1,0,0
2019,1,5,16,0,81,81,84.1,-0.8,0,0
2019,1,5,16,30,23,23,88.14,-1.8,0,0
2019,1,5,17,0,0,0,92.95,-2.8,0,0
2019,1,5,17,30,0,0,97.68,-2.8,0,0
2019,1,5,18,0,0,0,102.6,-3.8,0,0
2019,1,5,18,30,0,0,107.67,-4.3,0,0
2019,1,5,19,0,0,0,112.85,-4.8,0,0
2019,1,5,19,30,0,0,118.11,-5.2,0,0
2019,1,5,20,0,0,0,123.41,-5.6,0,0
2019,1,5,20,30,0,0,128.71,-6,0,0
2019,1,5,21,0,0,0,133.94,-6.3,0,0
2019,1,5,21,30,0,0,139.05,-6.8,0,0
2019,1,5,22,0,0,0,143.94,-7.2,0,0
2019,1,5,22,30,0,0,148.46,-7.7,0,0
2019,1,5,23,0,0,0,152.4,-8.3,0,0
2019,1,5,23,30,0,0,155.45,-8.9,0,0
2019,1,6,0,0,0,0,157.24,-9.5,0,0
2019,1,6,0,30,0,0,157.44,-9.9,0,0
2019,1,6,1,0,0,0,156.02,-10.3,0,0
2019,1,6,1,30,0,0,153.24,-10.1,0,0
2019,1,6,2,0,0,0,149.48,-9.9,0,0
2019,1,6,2,30,0,0,145.08,-9.6,0,0
2019,1,6,3,0,0,0,140.26,-9.2,0,0
2019,1,6,3,30,0,0,135.2,-9.1,0,0
2019,1,6,4,0,0,0,129.98,-9,0,0
2019,1,6,4,30,0,0,124.7,-9.2,0,0
2019,1,6,5,0,0,0,119.39,-9.4,0,0
2019,1,6,5,30,0,0,114.11,-9.4,0,0
2019,1,6,6,0,0,0,108.9,-9.3,0,0
2019,1,6,6,30,0,0,103.8,-9.2,0,0
2019,1,6,7,0,0,0,98.83,-9,0,0
2019,1,6,7,30,0,0,94.04,-8.6,0,0
2019,1,6,8,0,5,12,89.05,-8.3,0,0
2019,1,6,8,30,28,67,85.02,-7.7,0,0
2019,1,6,9,0,54,131,81.12,-7.2,0,0
2019,1,6,9,30,82,196,77.56,-6.5,3.9334,3.0086
2019,1,6,10,0,90,254,74.43,-5.8,4.4233,3.4028
2019,1,6,10,30,104,303,71.81,-5,5.2368,4.0454
2019,1,6,11,0,126,341,69.74,-4.2,6.4654,5.0084
2019,1,6,11,30,117,367,68.3,-3.5,6.0792,4.717
2019,1,6,12,0,102,380,67.52,-2.8,5.3344,4.1426
2019,1,6,12,30,134,380,67.43,-2.4,7.0131,5.4467
2019,1,6,13,0,192,368,68.03,-1.9,9.9988,7.7606
2019,1,6,13,30,120,343,69.29,-1.6,6.182,4.7915
2019,1,6,14,0,90,307,71.2,-1.3,4.5575,3.5237
2019,1,6,14,30,68,259,73.68,-1.1,3.365,2.5919
2019,1,6,15,0,46,203,76.68,-1,2.2192,1.7002
2019,1,6,15,30,33,141,80.13,-1,0,0
2019,1,6,16,0,19,77,83.95,-0.9,0,0
2019,1,6,16,30,6,22,87.99,-1,0,0
2019,1,6,17,0,0,0,92.79,-1.1,0,0
2019,1,6,17,30,0,0,97.52,-1.1,0,0
2019,1,6,18,0,0,0,102.44,-1.1,0,0
2019,1,6,18,30,0,0,107.51,-1.1,0,0
2019,1,6,19,0,0,0,112.7,-1.1,0,0
2019,1,6,19,30,0,0,117.96,-1,0,0
2019,1,6,20,0,0,0,123.26,-0.8,0,0
2019,1,6,20,30,0,0,128.55,-0.6,0,0
2019,1,6,21,0,0,0,133.78,-0.4,0,0
2019,1,6,21,30,0,0,138.89,-0.3,0,0
2019,1,6,22,0,0,0,143.78,-0.1,0,0
2019,1,6,22,30,0,0,148.3,0.2,0,0
2019,1,6,23,0,0,0,152.24,0.5,0,0
2019,1,6,23,30,0,0,155.3,0.6,0,0
2019,1,7,0,0,0,0,157.1,0.7,0,0
2019,1,7,0,30,0,0,157.33,0.9,0,0
2019,1,7,1,0,0,0,155.94,1.1,0,0
2019,1,7,1,30,0,0,153.18,1.1,0,0
2019,1,7,2,0,0,0,149.44,1.1,0,0
2019,1,7,2,30,0,0,145.05,1.1,0,0
2019,1,7,3,0,0,0,140.25,1.1,0,0
2019,1,7,3,30,0,0,135.19,1.2,0,0
2019,1,7,4,0,0,0,129.98,1.3,0,0
2019,1,7,4,30,0,0,124.69,1.4,0,0
2019,1,7,5,0,0,0,119.39,1.5,0,0
2019,1,7,5,30,0,0,114.11,1.5,0,0
2019,1,7,6,0,0,0,108.9,1.6,0,0
2019,1,7,6,30,0,0,103.78,1.6,0,0
2019,1,7,7,0,0,0,98.81,1.6,0,0
2019,1,7,7,30,0,0,94.02,1.5,0,0
2019,1,7,8,0,6,10,89.05,1.4,0,0
2019,1,7,8,30,36,57,84.99,1.2,0,0
2019,1,7,9,0,76,116,81.08,1.1,0,0
2019,1,7,9,30,120,178,77.51,1,5.7578,4.4045
2019,1,7,10,0,129,235,74.37,1,6.3435,4.8804
2019,1,7,10,30,28,287,71.73,1.1,1.411,1.0901
2019,1,7,11,0,74,328,69.65,1.2,3.8002,2.9441
2019,1,7,11,30,137,357,68.2,1.5,7.1244,5.5286
2019,1,7,12,0,208,374,67.4,1.7,10.8888,8.4569
2019,1,7,12,30,205,377,67.3,2,10.7405,8.3426
2019,1,7,13,0,127,367,67.89,2.2,6.6215,5.1401
2019,1,7,13,30,89,344,69.15,2.3,4.5906,3.5586
2019,1,7,14,0,90,311,71.05,2.4,4.5638,3.5293
2019,1,7,14,30,82,267,73.52,2.1,4.0638,3.131
2019,1,7,15,0,70,214,76.52,1.8,3.3809,2.591
2019,1,7,15,30,42,152,79.97,0.6,2.0026,1.5261
2019,1,7,16,0,32,87,83.79,-0.6,0,0
2019,1,7,16,30,7,26,87.84,-1,0,0
2019,1,7,17,0,0,0,92.63,-1.5,0,0
2019,1,7,17,30,0,0,97.36,-1.5,0,0
2019,1,7,18,0,0,0,102.28,-1.7,0,0
2019,1,7,18,30,0,0,107.35,-1.6,0,0
2019,1,7,19,0,0,0,112.54,-1.5,0,0
2019,1,7,19,30,0,0,117.8,-1.3,0,0
2019,1,7,20,0,0,0,123.1,-1.2,0,0
2019,1,7,20,30,0,0,128.39,-1.2,0,0
2019,1,7,21,0,0,0,133.62,-1.3,0,0
2019,1,7,21,30,0,0,138.73,-1.3,0,0
2019,1,7,22,0,0,0,143.62,-1.4,0,0
2019,1,7,22,30,0,0,148.14,-1.5,0,0
2019,1,7,23,0,0,0,152.08,-1.5,0,0
2019,1,7,23,30,0,0,155.15,-1.3,0,0
2019,1,8,0,0,0,0,156.96,-1.1,0,0
2019,1,8,0,30,0,0,157.21,-0.8,0,0
2019,1,8,1,0,0,0,155.84,-0.5,0,0
2019,1,8,1,30,0,0,153.11,-0.4,0,0
2019,1,8,2,0,0,0,149.4,-0.2,0,0
2019,1,8,2,30,0,0,145.02,-0.2,0,0
2019,1,8,3,0,0,0,140.23,-0.2,0,0
2019,1,8,3,30,0,0,135.18,-0.4,0,0
2019,1,8,4,0,0,0,129.97,-0.6,0,0
2019,1,8,4,30,0,0,124.69,-1.2,0,0
2019,1,8,5,0,0,0,119.38,-1.7,0,0
2019,1,8,5,30,0,0,114.1,-2.4,0,0
2019,1,8,6,0,0,0,108.88,-3.1,0,0
2019,1,8,6,30,0,0,103.77,-3.5,0,0
2019,1,8,7,0,0,0,98.79,-3.9,0,0
2019,1,8,7,30,0,0,93.99,-3.8,0,0
2019,1,8,8,0,4,14,89,-3.7,0,0
2019,1,8,8,30,21,70,84.94,-3.6,0,0
2019,1,8,9,0,39,135,81.02,-3.4,0,0
2019,1,8,9,30,64,199,77.44,-3.9,3.0721,2.3503
2019,1,8,10,0,76,257,74.29,-4.3,3.74,2.8778
2019,1,8,10,30,69,309,71.63,-4.8,3.4802,2.6892
2019,1,8,11,0,65,349,69.55,-5.3,3.3409,2.5886
2019,1,8,11,30,251,379,68.08,-5.8,13.0659,10.1406
2019,1,8,12,0,258,396,67.28,-6.3,13.5195,10.5014
2019,1,8,12,30,243,399,67.16,-6.8,12.7459,9.9017
2019,1,8,13,0,247,388,67.74,-7.2,12.8942,10.011
2019,1,8,13,30,242,364,69,-7.5,12.4987,9.6905
2019,1,8,14,0,254,327,70.89,-7.8,12.8988,9.9772
2019,1,8,14,30,141,279,73.36,-8.2,6.9981,5.3932
2019,1,8,15,0,109,221,76.35,-8.6,5.2713,4.041
2019,1,8,15,30,72,156,79.8,-9,3.4322,2.6161
2019,1,8,16,0,38,89,83.62,-9.4,0,0
2019,1,8,16,30,11,28,87.68,-9.7,0,0
2019,1,8,17,0,0,0,92.46,-10,0,0
2019,1,8,17,30,0,0,97.19,-10,0,0
2019,1,8,18,0,0,0,102.12,-10.3,0,0
2019,1,8,18,30,0,0,107.19,-10.5,0,0
2019,1,8,19,0,0,0,112.38,-10.7,0,0
2019,1,8,19,30,0,0,117.64,-10.9,0,0
2019,1,8,20,0,0,0,122.94,-11.1,0,0
2019,1,8,20,30,0,0,128.23,-11.3,0,0
2019,1,8,21,0,0,0,133.46,-11.6,0,0
2019,1,8,21,30,0,0,138.57,-11.9,0,0
2019,1,8,22,0,0,0,143.45,-12.3,0,0
2019,1,8,22,30,0,0,147.97,-12.7,0,0
2019,1,8,23,0,0,0,151.91,-13.1,0,0
2019,1,8,23,30,0,0,154.98,-13.5,0,0
2019,1,9,0,0,0,0,156.81,-13.9,0,0
2019,1,9,0,30,0,0,157.08,-14.2,0,0
2019,1,9,1,0,0,0,155.74,-14.4,0,0
2019,1,9,1,30,0,0,153.04,-14.7,0,0
2019,1,9,2,0,0,0,149.34,-14.9,0,0
2019,1,9,2,30,0,0,144.99,-15.1,0,0
2019,1,9,3,0,0,0,140.2,-15.3,0,0
2019,1,9,3,30,0,0,135.16,-15.5,0,0
2019,1,9,4,0,0,0,129.95,-15.6,0,0
2019,1,9,4,30,0,0,124.67,-15.7,0,0
2019,1,9,5,0,0,0,119.37,-15.8,0,0
2019,1,9,5,30,0,0,114.08,-15.8,0,0
2019,1,9,6,0,0,0,108.86,-15.7,0,0
2019,1,9,6,30,0,0,103.74,-15.6,0,0
2019,1,9,7,0,0,0,98.76,-15.6,0,0
2019,1,9,7,30,0,0,93.95,-15.4,0,0
2019,1,9,8,0,16,16,88.93,-15.2,0,0
2019,1,9,8,30,71,71,84.88,-14.8,0,0
2019,1,9,9,0,138,138,80.95,-14.5,0,0
2019,1,9,9,30,204,204,77.36,-14,9.797,7.4964
2019,1,9,10,0,265,265,74.2,-13.5,13.0514,10.0441
2019,1,9,10,30,317,317,71.53,-13,16.0036,12.3678
2019,1,9,11,0,359,359,69.44,-12.5,18.4702,14.313
2019,1,9,11,30,388,388,67.96,-12.1,20.2178,15.6933
2019,1,9,12,0,404,404,67.14,-11.7,21.1942,16.465
2019,1,9,12,30,406,406,67.02,-11.4,21.3198,16.5646
2019,1,9,13,0,395,395,67.59,-11.2,20.6459,16.0318
2019,1,9,13,30,374,374,68.84,-11.1,19.3429,14.9998
2019,1,9,14,0,338,338,70.72,-11.1,17.1913,13.3004
2019,1,9,14,30,289,289,73.19,-11.3,14.3664,11.0747
2019,1,9,15,0,230,230,76.18,-11.5,11.1374,8.5407
2019,1,9,15,30,164,164,79.63,-12,7.8168,5.9594
2019,1,9,16,0,95,95,83.45,-12.5,0,0
2019,1,9,16,30,32,32,87.51,-13.2,0,0
2019,1,9,17,0,0,0,92.29,-13.8,0,0
2019,1,9,17,30,0,0,97.03,-13.8,0,0
2019,1,9,18,0,0,0,101.95,-14.6,0,0
2019,1,9,18,30,0,0,107.02,-15,0,0
2019,1,9,19,0,0,0,112.21,-15.3,0,0
2019,1,9,19,30,0,0,117.47,-15.6,0,0
2019,1,9,20,0,0,0,122.77,-15.9,0,0
2019,1,9,20,30,0,0,128.06,-16.1,0,0
2019,1,9,21,0,0,0,133.29,-16.2,0,0
2019,1,9,21,30,0,0,138.4,-16.2,0,0
2019,1,9,22,0,0,0,143.28,-16.1,0,0
2019,1,9,22,30,0,0,147.8,-15.9,0,0
2019,1,9,23,0,0,0,151.74,-15.7,0,0
2019,1,9,23,30,0,0,154.82,-15.5,0,0
2019,1,10,0,0,0,0,156.65,-15.4,0,0
2019,1,10,0,30,0,0,156.95,-15.2,0,0
2019,1,10,1,0,0,0,155.63,-15,0,0
2019,1,10,1,30,0,0,152.96,-14.7,0,0
2019,1,10,2,0,0,0,149.28,-14.4,0,0
2019,1,10,2,30,0,0,144.94,-14.2,0,0
2019,1,10,3,0,0,0,140.17,-13.9,0,0
2019,1,10,3,30,0,0,135.13,-13.8,0,0
2019,1,10,4,0,0,0,129.93,-13.7,0,0
2019,1,10,4,30,0,0,124.65,-13.6,0,0
2019,1,10,5,0,0,0,119.34,-13.6,0,0
2019,1,10,5,30,0,0,114.06,-13.8,0,0
2019,1,10,6,0,0,0,108.84,-13.9,0,0
2019,1,10,6,30,0,0,103.71,-14.1,0,0
2019,1,10,7,0,0,0,98.72,-14.3,0,0
2019,1,10,7,30,0,0,93.91,-14.1,0,0
2019,1,10,8,0,10,15,88.89,-13.9,0,0
2019,1,10,8,30,27,70,84.82,-12.9,0,0
2019,1,10,9,0,58,136,80.88,-11.8,0,0
2019,1,10,9,30,92,202,77.28,-10.7,4.4204,3.3829
2019,1,10,10,0,130,263,74.11,-9.7,6.4078,4.9321
2019,1,10,10,30,217,315,71.43,-9,10.9653,8.4753
2019,1,10,11,0,352,356,69.32,-8.3,18.1292,14.0508
2019,1,10,11,30,385,385,67.83,-7.7,20.0832,15.591
2019,1,10,12,0,401,401,67,-7.1,21.0606,16.3635
2019,1,10,12,30,365,403,66.87,-6.6,19.1899,14.9119
2019,1,10,13,0,302,393,67.43,-6.2,15.8058,12.2754
2019,1,10,13,30,271,367,68.67,-5.9,14.0364,10.8869
2019,1,10,14,0,246,330,70.55,-5.6,12.5314,9.6974
2019,1,10,14,30,212,282,73.02,-5.7,10.5553,8.139
2019,1,10,15,0,184,224,76.01,-5.8,8.9218,6.8438
2019,1,10,15,30,144,159,79.46,-6.8,6.8636,5.2338
2019,1,10,16,0,83,92,83.28,-7.7,0,0
2019,1,10,16,30,26,32,87.35,-8,0,0
2019,1,10,17,0,0,0,92.12,-8.3,0,0
2019,1,10,17,30,0,0,96.85,-8.3,0,0
2019,1,10,18,0,0,0,101.78,-8.1,0,0
2019,1,10,18,30,0,0,106.85,-8.1,0,0
2019,1,10,19,0,0,0,112.04,-8.1,0,0
2019,1,10,19,30,0,0,117.3,-8,0,0
2019,1,10,20,0,0,0,122.6,-8,0,0
2019,1,10,20,30,0,0,127.89,-8,0,0
2019,1,10,21,0,0,0,133.12,-7.9,0,0
2019,1,10,21,30,0,0,138.23,-8.3,0,0
2019,1,10,22,0,0,0,143.11,-8.7,0,0
